EID,func,API use case
39230,fstatat,"__fxstatat (1, __fd, __filename, __statbuf, __flag);"
39230,mknod,"__xmknod (0, __path, __mode, &__dev);"
39230,mknodat,"__xmknodat (0, __fd, __path, __mode, &__dev);"
39230,stat64,"__xstat64 (1, __path, __statbuf);"
39230,lstat64,"__lxstat64 (1, __path, __statbuf);"
39230,fstat64,"__fxstat64 (1, __fd, __statbuf);"
39230,fstatat64,"__fxstatat64 (1, __fd, __filename, __statbuf, __flag);"
39230,getchar,getc (stdin);
39230,putchar,"putc (__c, stdout);"
39230,fputc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
39230,putc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
39230,putchar_unlocked,"__builtin_expect (stdout->_IO_write_ptr >= stdout->_IO_write_end, 0) != 0 ? __overflow (stdout, (int) (unsigned char) __c) : (int) (unsigned char) (*stdout->_IO_write_ptr++  = (char) __c);"
39230,getline,"__getdelim (__lineptr, __n, 10, __stream);"
39230,sprintf,"__builtin___sprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
39230,vsprintf,"__builtin___vsprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
39230,snprintf,"__builtin___snprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
39230,vsnprintf,"__builtin___vsnprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
39230,fprintf,"__fprintf_chk (__stream, 1, __fmt, __builtin_va_arg_pack ());"
39230,printf,"__printf_chk (1, __fmt, __builtin_va_arg_pack ());"
39230,vprintf,"__vfprintf_chk (stdout, 1, __fmt, __ap);"
39230,vfprintf,"__vfprintf_chk (__stream, 1, __fmt, __ap);"
39230,dprintf,"__dprintf_chk (__fd, 1, __fmt, __builtin_va_arg_pack ());"
39230,vdprintf,"__vdprintf_chk (__fd, 1, __fmt, __ap);"
39230,asprintf,"__asprintf_chk (__ptr, 1, __fmt, __builtin_va_arg_pack ());"
39230,__asprintf,"__asprintf_chk (__ptr, 1, __fmt, __builtin_va_arg_pack ());"
39230,obstack_printf,"__obstack_printf_chk (__obstack, 1, __fmt, __builtin_va_arg_pack ());"
39230,vasprintf,"__vasprintf_chk (__ptr, 1, __fmt, __ap);"
39230,obstack_vprintf,"__obstack_vprintf_chk (__obstack, 1, __fmt, __ap);"
39230,fgets,"__builtin_object_size ((const void *) __s, 1)"
39230,fgets,__builtin_constant_p (__n)
39230,fgets,"__fgets_chk (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
39230,fgets,"__builtin_object_size ((const void *) __s, 1)"
39230,fgets,"__fgets_chk_warn (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
39230,fgets,"__fgets_alias (__s, __n, __stream);"
39230,fread,"__builtin_object_size ((const void *) __ptr, 0)"
39230,fread,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
39230,fread,"__fread_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
39230,fread,"__builtin_object_size ((const void *) __ptr, 0)"
39230,fread,"__fread_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
39230,fread,"__fread_alias (__ptr, __size, __n, __stream);"
39230,fgets_unlocked,"__builtin_object_size ((const void *) __s, 1)"
39230,fgets_unlocked,__builtin_constant_p (__n)
39230,fgets_unlocked,"__fgets_unlocked_chk (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
39230,fgets_unlocked,"__builtin_object_size ((const void *) __s, 1)"
39230,fgets_unlocked,"__fgets_unlocked_chk_warn (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
39230,fgets_unlocked,"__fgets_unlocked_alias (__s, __n, __stream);"
39230,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
39230,fread_unlocked,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
39230,fread_unlocked,"__fread_unlocked_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
39230,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
39230,fread_unlocked,"__fread_unlocked_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
39230,fread_unlocked,__builtin_constant_p (__size) != 0 && __builtin_constant_p (__n) != 0) && (__size | __n) <= 4294967295)
39230,fread_unlocked,getc_unlocked (__stream);
39230,fread_unlocked,getc_unlocked (__stream);
39230,fread_unlocked,return (size_t) ((long unsigned int) (__cptr - (char *) __ptr) / (long unsigned int) __size);
39230,fread_unlocked,"__fread_unlocked_alias (__ptr, __size, __n, __stream);"
39230,atoi,"return (int) strtol (__nptr, 0B, 10);"
39230,atol,"strtol (__nptr, 0B, 10);"
39230,atoll,"strtoll (__nptr, 0B, 10);"
39230,bsearch,"__compar (__key, __p);"
39230,atof,"strtod (__nptr, 0B);"
39230,realpath,"__builtin_object_size ((const void *) __resolved, 1)"
39230,realpath,"__realpath_chk (__name, __resolved, __builtin_object_size ((const void *) __resolved, 1));"
39230,realpath,"__realpath_alias (__name, __resolved);"
39230,ptsname_r,"__builtin_object_size ((const void *) __buf, 1)"
39230,ptsname_r,__builtin_constant_p (__buflen)
39230,ptsname_r,"__ptsname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39230,ptsname_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39230,ptsname_r,"__ptsname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39230,ptsname_r,"__ptsname_r_alias (__fd, __buf, __buflen);"
39230,wctomb,"__builtin_object_size ((const void *) __s, 1) != 18446744073709551615 && __builtin_object_size ((const void *) __s, 1)"
39230,wctomb,"__wctomb_chk (__s, __wchar, __builtin_object_size ((const void *) __s, 1));"
39230,wctomb,"__wctomb_alias (__s, __wchar);"
39230,mbstowcs,"__builtin_object_size ((const void *) __dst, 1)"
39230,mbstowcs,__builtin_constant_p (__len)
39230,mbstowcs,"__mbstowcs_chk (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1) / 4);"
39230,mbstowcs,"__builtin_object_size ((const void *) __dst, 1) / 4 < (long unsigned int)"
39230,mbstowcs,"__mbstowcs_chk_warn (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1) / 4);"
39230,mbstowcs,"__mbstowcs_alias (__dst, __src, __len);"
39230,wcstombs,"__builtin_object_size ((const void *) __dst, 1)"
39230,wcstombs,__builtin_constant_p (__len)
39230,wcstombs,"__wcstombs_chk (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1));"
39230,wcstombs,"__builtin_object_size ((const void *) __dst, 1) < (long unsigned int)"
39230,wcstombs,"__wcstombs_chk_warn (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1));"
39230,wcstombs,"__wcstombs_alias (__dst, __src, __len);"
39230,bcopy,"__builtin___memmove_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
39230,bzero,"__builtin___memset_chk (__dest, 0, __len, __builtin_object_size ((const void *) __dest, 0));"
39230,memcpy,"__builtin___memcpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
39230,memmove,"__builtin___memmove_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
39230,mempcpy,"__builtin___mempcpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
39230,memset,"__builtin___memset_chk (__dest, __ch, __len, __builtin_object_size ((const void *) __dest, 0));"
39230,explicit_bzero,"__explicit_bzero_chk (__dest, __len, __builtin_object_size ((const void *) __dest, 0));"
39230,strcpy,"__builtin___strcpy_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
39230,stpcpy,"__builtin___stpcpy_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
39230,strncpy,"__builtin___strncpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 1));"
39230,stpncpy,"__builtin_object_size ((const void *) __dest, 1) != 18446744073709551615 && (__builtin_constant_p (__n) == 0 || __builtin_object_size ((const void *) __dest, 1) < (long unsigned int) __n)"
39230,stpncpy,"__stpncpy_chk (__dest, __src, __n, __builtin_object_size ((const void *) __dest, 1));"
39230,stpncpy,"__stpncpy_alias (__dest, __src, __n);"
39230,strcat,"__builtin___strcat_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
39230,strncat,"__builtin___strncat_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 1));"
39230,read,"__builtin_object_size ((const void *) __buf, 0)"
39230,read,__builtin_constant_p (__nbytes)
39230,read,"__read_chk (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
39230,read,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
39230,read,"__read_chk_warn (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
39230,read,"__read_alias (__fd, __buf, __nbytes);"
39230,pread,"__builtin_object_size ((const void *) __buf, 0)"
39230,pread,__builtin_constant_p (__nbytes)
39230,pread,"__pread_chk (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
39230,pread,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
39230,pread,"__pread_chk_warn (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
39230,pread,"__pread_alias (__fd, __buf, __nbytes, __offset);"
39230,pread64,"__builtin_object_size ((const void *) __buf, 0)"
39230,pread64,__builtin_constant_p (__nbytes)
39230,pread64,"__pread64_chk (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
39230,pread64,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
39230,pread64,"__pread64_chk_warn (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
39230,pread64,"__pread64_alias (__fd, __buf, __nbytes, __offset);"
39230,readlink,"__builtin_object_size ((const void *) __buf, 1)"
39230,readlink,__builtin_constant_p (__len)
39230,readlink,"__readlink_chk (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
39230,readlink,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39230,readlink,"__readlink_chk_warn (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
39230,readlink,"__readlink_alias (__path, __buf, __len);"
39230,readlinkat,"__builtin_object_size ((const void *) __buf, 1)"
39230,readlinkat,__builtin_constant_p (__len)
39230,readlinkat,"__readlinkat_chk (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
39230,readlinkat,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39230,readlinkat,"__readlinkat_chk_warn (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
39230,readlinkat,"__readlinkat_alias (__fd, __path, __buf, __len);"
39230,getcwd,"__builtin_object_size ((const void *) __buf, 1)"
39230,getcwd,__builtin_constant_p (__size)
39230,getcwd,"__getcwd_chk (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
39230,getcwd,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39230,getcwd,"__getcwd_chk_warn (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
39230,getcwd,"__getcwd_alias (__buf, __size);"
39230,getwd,"__builtin_object_size ((const void *) __buf, 1)"
39230,getwd,"__getwd_chk (__buf, __builtin_object_size ((const void *) __buf, 1));"
39230,getwd,__getwd_warn (__buf);
39230,confstr,"__builtin_object_size ((const void *) __buf, 1)"
39230,confstr,__builtin_constant_p (__len)
39230,confstr,"__confstr_chk (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
39230,confstr,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39230,confstr,"__confstr_chk_warn (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
39230,confstr,"__confstr_alias (__name, __buf, __len);"
39230,getgroups,"__builtin_object_size ((const void *) __list, 1)"
39230,getgroups,__builtin_constant_p (__size)
39230,getgroups,"__getgroups_chk (__size, __list, __builtin_object_size ((const void *) __list, 1));"
39230,getgroups,"__builtin_object_size ((const void *) __list, 1)"
39230,getgroups,"__getgroups_chk_warn (__size, __list, __builtin_object_size ((const void *) __list, 1));"
39230,getgroups,"__getgroups_alias (__size, __list);"
39230,ttyname_r,"__builtin_object_size ((const void *) __buf, 1)"
39230,ttyname_r,__builtin_constant_p (__buflen)
39230,ttyname_r,"__ttyname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39230,ttyname_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39230,ttyname_r,"__ttyname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39230,ttyname_r,"__ttyname_r_alias (__fd, __buf, __buflen);"
39230,getlogin_r,"__builtin_object_size ((const void *) __buf, 1)"
39230,getlogin_r,__builtin_constant_p (__buflen)
39230,getlogin_r,"__getlogin_r_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39230,getlogin_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39230,getlogin_r,"__getlogin_r_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39230,getlogin_r,"__getlogin_r_alias (__buf, __buflen);"
39230,gethostname,"__builtin_object_size ((const void *) __buf, 1)"
39230,gethostname,__builtin_constant_p (__buflen)
39230,gethostname,"__gethostname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39230,gethostname,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39230,gethostname,"__gethostname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39230,gethostname,"__gethostname_alias (__buf, __buflen);"
39230,getdomainname,"__builtin_object_size ((const void *) __buf, 1)"
39230,getdomainname,__builtin_constant_p (__buflen)
39230,getdomainname,"__getdomainname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39230,getdomainname,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
39230,getdomainname,"__getdomainname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
39230,getdomainname,"__getdomainname_alias (__buf, __buflen);"
39230,childFunc,"mount ((const char *) ""overlayfs"", (const char *) ""/tmp/x/bin"", (const char *) ""overlayfs"", 3236757504, (const void *) ""lowerdir=/bin,upperdir=/tmp/x/over,workdir=/tmp/x/bin"");"
39230,childFunc,usleep (100);
39230,childFunc,geteuid () != 0)
39230,childFunc,"mount ((const char *) ""overlayfs"", (const char *) ""/tmp/x/bin"", (const char *) ""overlayfs"", 3236757504, (const void *) ""lowerdir=/bin,upperdir=/tmp/x/over,workdir=/tmp/x/bin"");"
39230,childFunc,"chdir ((const char *) ""/tmp/x/bin"");"
39230,childFunc,"chmod ((const char *) ""su"", 2559);"
39230,childFunc,"sprintf ((char *) &checkPath, (const char * restrict) ""/proc/%d"", getppid ());"
39230,childFunc,usleep (100);
39230,childFunc,"stat ((const char *) &checkPath, &statBuf);"
39230,childFunc,"chdir ((const char *) ""/"");"
39230,childFunc,"umount ((const char *) ""/tmp/x/bin"");"
39230,childFunc,"unlink ((const char *) ""/tmp/x/over/su"");"
39230,childFunc,"rmdir ((const char *) ""/tmp/x/over"");"
39230,childFunc,"rmdir ((const char *) ""/tmp/x/bin/work"");"
39230,childFunc,"rmdir ((const char *) ""/tmp/x/bin"");"
39230,childFunc,"rmdir ((const char *) ""/tmp/x/"");"
39230,main,"clone (childFunc, (void *) &child_stack + 1048576, 268566545, (void *) (argv + (sizetype) ((long unsigned int) argPos * 8)));"
39230,main,"open ((const char *) &idMapFileName, 1);"
39230,main,"open ((const char *) &idMapFileName, 1);"
39230,main,"open ((const char *) &idMapFileName, 1);"
39230,main,"open ((const char *) &idMapFileName, 578, 4095);"
39230,main,"strcmp ((const char *) argName, (const char *) ""--"")"
39230,main,"strncmp ((const char *) argName, (const char *) ""--"", 2)"
39230,main,"mkdir ((const char *) ""/tmp/x"", 448);"
39230,main,"mkdir ((const char *) ""/tmp/x/bin"", 448);"
39230,main,"mkdir ((const char *) ""/tmp/x/over"", 448);"
39230,main,"clone (childFunc, (void *) &child_stack + 1048576, 268566545, (void *) (argv + (sizetype) ((long unsigned int) argPos * 8)));"
39230,main,"sprintf ((char *) &idMapFileName, (const char * restrict) ""/proc/%d/setgroups"", pid);"
39230,main,"open ((const char *) &idMapFileName, 1);"
39230,main,"write (setGroupsFd, (const void *) ""deny"", 4);"
39230,main,close (setGroupsFd);
39230,main,"sprintf ((char *) &idMapFileName, (const char * restrict) ""/proc/%d/uid_map"", pid);"
39230,main,"open ((const char *) &idMapFileName, 1);"
39230,main,"sprintf ((char *) &idMapData, (const char * restrict) ""0 %d 1\n"", getuid ());"
39230,main,"write (uidMapFd, (const void *) &idMapData, strlen ((const char *) &idMapData));"
39230,main,close (uidMapFd);
39230,main,"sprintf ((char *) &idMapFileName, (const char * restrict) ""/proc/%d/gid_map"", pid);"
